短地: duǎn de
嘀地: dí de
蹬地: dēng de
突地: tū de
忽地: hū de
霍地: huò de
蓦地: mò de
倏地: shū de
墩地: dūn de
般地: bān de
嗖地: sōu de
尹地: yǐn de
咻地: xiū de
羞地: xiū de
腾地: téng de
傻地: shǎ de
气地: qì de
怯地: qiè de
全地: quán de
求地: qiú de
取地: qǔ de
轻地: qīng de
起地: qǐ de
球地: qiú de
强地: qiáng de
愀地: qiǎo de
确地: què de
猛地: měng de
河地: hé de
哼地: hēng de
沉重地行走: chén zhòng de xíng zǒu
躲避不了地: duǒ bì bù liǎo de
颠簸地行进: diān bǒ de xíng jìn
颠簸地行驶: diān bǒ de xíng shǐ
大大地露脸: dà dà de lòu liǎn
呆呆地看着: dāi dāi de kàn zhe
断断续续地: duàn duàn xù xù de
大胆地思考: dà dǎn de sī kǎo
平地起波澜: píng de qǐ bō lán
意思相反地: yì sī xiāng fǎn de
有吸引力地: yǒu xī yǐn lì de
有效地防止: yǒu xiào de fáng zhǐ
有益健康地: yǒu yì jiàn kāng de
洋洋得意地: yáng yáng dé yì de
一字不变地: yī zì bù biàn de
又在不停地: yòu zài bù tíng de
由衷地感谢: yóu zhōng de gǎn xiè
有针对性地: yǒu zhēn duì xìng de
样子瞥脚地: yàng zi piē jiǎo de
由衷地赞美: yóu zhōng de zàn měi
自然而然地: zì rán ér rán de
拙劣地工作: zhuō liè de gōng zuò
站得远远地: zhàn dé yuǎn yuǎn de
得意洋洋地: dé yì yáng yáng de
拽得紧紧地: zhuāi dé jǐn jǐn de
很得意地说: hěn dé yì de shuō
得意地笑了: dé yì de xiào le
得意地笑着: dé yì de xiào zhe
得意地笑笑: dé yì de xiào xiào
尽量地得到: jǐn liàng de dé dào
得意洋洋地: dé yì yáng yáng de
冷不丁地就: lěng bù dīng de jiù
慢慢地变老: màn màn de biàn lǎo
慢慢地渗透: màn màn de shèn tòu
能否准确地: néng fǒu zhǔn què de
迫不及待地: pò bù jí dài de
清楚地显示: qīng chǔ de xiǎn shì
忍不住地想: rěn bú zhù de xiǎng
如果一味地: rú guǒ yī wèi de
深刻地调查: shēn kè de diào chá
爽朗地笑声: shuǎng lǎng de xiào shēng
肆无忌惮地: sì wú jì dàn de
坦率地说吧: tǎn shuài de shuō ba
统统地杀光: tǒng tǒng de shā guāng
无缘无故地: wú yuán wú gù de
现在仔细地: xiàn zài zǐ xì de
兴致勃勃地: xìng zhì bó bó de
要狠狠地吃: yào hěn hěn de chī
隐隐约约地: yǐn yǐn yuē yuē de
愉悦地心情: yú yuè de xīn qíng
远远地看着: yuǎn yuǎn de kàn zhe
正确地教导: zhèng què de jiào dǎo
正确地推销: zhèng què de tuī xiāo
只是一味地: zhǐ shì yī wèi de
仔仔细细地: zǎi zǐ xì xì de
不断地尝试: bù duàn de cháng shì
不断地淬炼: bù duàn de cuì liàn
不断地淬取: bù duàn de cuì qǔ
不断地发现: bù duàn de fā xiàn
不断地发展: bù duàn de fā zhǎn
不断地反省: bù duàn de fǎn xǐng
不断地努力: bù duàn de nǔ lì
不断地适应: bù duàn de shì yìng
不断地完善: bù duàn de wán shàn
不断地追求: bù duàn de zhuī qiú
不停地大笑: bù tíng de dà xiào
不停地宣泄: bù tíng de xuān xiè
不停地涌现: bù tíng de yǒng xiàn
大胆地表白: dà dǎn de biǎo bái
大胆地表示: dà dǎn de biǎo shì
大声地尖叫: dà shēng de jiān jiào
多多地牵手: duō duō de qiān shǒu
虎视眈眈地: hǔ shì dān dān de
紧紧地贴住: jǐn jǐn de tiē zhù
紧紧地贴着: jǐn jǐn de tiē zhe
紧紧地吸附: jǐn jǐn de xī fù
紧紧地吸住: jǐn jǐn de xī zhù
静静地看看: jìng jìng de kàn kàn
清楚地表现: qīng chǔ de biǎo xiàn
确确实实地: què què shí shí de
一劳永逸地: yì láo yǒng yì de
勇敢地面对: yǒng gǎn de miàn duì
不满意地说: bù mǎn yì de shuō
十分地矛盾: shí fēn de máo dùn
相当地完善: xiāng dāng de wán shàn
迅速地拉近: xùn sù de lā jìn
那就大大地: nà jiù dà dà de
不是一般地: bú shì yì bān de
从未真正地: cóng wèi zhēn zhèng de
活活地拆散: huó huó de chāi sàn
更好地引导: gèng hǎo de yǐn dǎo
慢慢地长大: màn màn de zhǎng dà
悄悄地离开: qiāo qiāo de lí kāi
顺利地进行: shùn lì de jìn xíng
不停地骚扰: bù tíng de sāo rǎo
不能很好地: bù néng hěn hǎo de
不停地变化: bù tíng de biàn huà
大大地不同: dà dà de bù tóng
很坚决地说: hěn jiān jué de shuō
更快地输入: gèng kuài de shū rù
惊喜地发现: jīng xǐ de fā xiàn
可以轻松地: kě yǐ qīng sōng de
可以更好地: kě yǐ gèng hǎo de
静静地站着: jìng jìng de zhàn zhe
没有认真地: méi yǒu rèn zhēn de
很好地解决: hěn hǎo de jiě jué
最大可能地: zuì dà kě néng de
方便地制作: fāng biàn de zhì zuò
更好地把握: gèng hǎo de bǎ wò
可以方便地: kě yǐ fāng biàn de
没有过多地: méi yǒu guò duō de
痴痴地望着: chī chī de wàng zhe
错误地认为: cuò wù de rèn wéi
懒洋洋地问: lǎn yáng yáng de wèn
紧紧地抱着: jǐn jǐn de bào zhe
深深地吸气: shēn shēn de xī qì
不夸张地说: bù kuā zhāng de shuō
为了更好地: wèi le gèng hǎo de
彻底地消失: chè dǐ de xiāo shī
可以适当地: kě yǐ shì dàng de
淡淡地回答: dàn dàn de huí dá
顺利地通过: shùn lì de tōng guò
更快地找到: gèng kuài de zhǎo dào
重重地摔在: chóng chóng de shuāi zài
缓缓地摇头: huǎn huǎn de yáo tóu
更好地兼容: gèng hǎo de jiān róng
尽可能地多: jìn kě néng de duō
随心所欲地: suí xīn suǒ yù de
担心地看着: dān xīn de kàn zhe
乖乖地睡觉: guāi guāi de shuì jiào
好奇地看着: hào qí de kàn zhe
更好地使用: gèng hǎo de shǐ yòng
健康地发展: jiàn kāng de fā zhǎn
可以很好地: kě yǐ hěn hǎo de
全都乖乖地: quán dōu guāi guāi de
最大程度地: zuì dà chéng dù de
安静地离开: ān jìng de lí kāi
不必过多地: bù bì guò duō de
可以自由地: kě yǐ zì yóu de
无法真正地: wú fǎ zhēn zhèng de
有力地打击: yǒu lì de dǎ jī
应有意识地: yīng yǒu yì shí de
尽可能地去: jìn kě néng de qù
更好地实现: gèng hǎo de shí xiàn
一个劲地问: yí gè jìn de wèn
冷冷地看着: lěng lěng de kàn zhe
猛地想起来: měng de xiǎng qǐ lái
猛地站起来: měng de zhàn qǐ lái
只要认真地: zhǐ yào rèn zhēn de
较好地落实: jiào hǎo de luò shí
不是很好地: bú shì hěn hǎo de
频繁地更换: pín fán de gēng huàn
能够更快地: néng gòu gèng kuài de
能够正确地: néng gòu zhèng què de
痴痴地看着: chī chī de kàn zhe
高兴地大笑: gāo xìng de dà xiào
深情地看着: shēn qíng de kàn zhe
恶狠狠地说: è hěn hěn de shuō
不能简单地: bù néng jiǎn dān de
深深地扎进: shēn shēn de zhā jìn
一个个地来: yí gè gè de lái
广泛深入地: guǎng fàn shēn rù de
圆满地完成: yuán mǎn de wán chéng
怔怔地看着: zhēng zhēng de kàn zhe
只是定定地: zhǐ shì deng deng de
呆呆地站着: dāi dāi de zhàn zhe
更要好好地: gèng yāo hǎo hǎo de
静静地坐着: jìng jìng de zuò zhe
无限地夸大: wú xiàn de kuā dà
渐渐地远去: jiàn jiàn de yuǎn qù
渐渐地消失: jiàn jiàn de xiāo shī
渐渐地失去: jiàn jiàn de shī qù
渐渐地明白: jiàn jiàn de míng bái
健康地活着: jiàn kāng de huó zhe
健康地成长: jiàn kāng de chéng zhǎng
不停地说话: bù tíng de shuō huà
吃惊地发现: chī jīng de fā xiàn
呆呆地看住: dāi dāi de kàn zhù
很好地实现: hěn hǎo de shí xiàn
隐约地听到: yǐn yuē de tīng dào
这样地喜欢: zhè yàng de xǐ huān
更多地是在: gèng duō de shì zài
静静地看着: jìng jìng de kàn zhe
科学地安排: kē xué de ān pái
慢慢地发出: màn màn de fā chū
迅速地离开: xùn sù de lí kāi
很兴奋地说: hěn xīng fèn de shuō
自由地选择: zì yóu de xuǎn zé
冷静地分析: lěng jìng de fēn xī
灵活地转动: líng huó de zhuàn dòng
不断地修正: bù duàn de xiū zhèng
不住地颤抖: bú zhù de chàn dǒu
很认真地看: hěn rèn zhēn de kàn
还是好好地: hái shì hǎo hǎo de
更好地应付: gèng hǎo de yìng fù
尽可能快地: jìn kě néng kuài de
极大地干扰: jí dà de gān rǎo
痛苦地死去: tòng kǔ de sǐ qù
仔细地说出: zǐ xì de shuō chū
仔细地回忆: zǐ xì de huí yì
非常地不满: fēi cháng de bù mǎn
总是神秘地: zǒng shì shén mì de
慢慢地有些: màn màn de yǒu xiē
我会尽量地: wǒ huì jǐn liàng de
兴奋地叫道: xīng fèn de jiào dào
只能不断地: zhǐ néng bù duàn de
可以放心地: kě yǐ fàng xīn de
轻轻地捶着: qīng qīng de chuí zhe
轻轻地吹着: qīng qīng de chuī zhe
十分地关注: shí fēn de guān zhù
顺利地到达: shùn lì de dào dá
万分地小心: wàn fēn de xiǎo xīn
要尽可能地: yào jìn kě néng de
有选择性地: yǒu xuǎn zé xìng de
只会简单地: zhǐ huì jiǎn dān de
正确地进行: zhèng què de jìn xíng
没有很好地: méi yǒu hěn hǎo de
兴奋地大叫: xīng fèn de dà jiào
仔细地看着: zǐ xì de kàn zhe
更好地发挥: gèng hǎo de fā huī
积极地改善: jī jí de gǎi shàn
冷冷地说道: lěng lěng de shuō dào
尽可能地将: jìn kě néng de jiāng
并且自觉地: bìng qiě zì jué de
不断地成长: bù duàn de chéng zhǎng
快速地消散: kuài sù de xiāo sàn
渐渐地发现: jiàn jiàn de fā xiàn
可以准确地: kě yǐ zhǔn què de
爽快地答应: shuǎng kuài de dā yìng
舒舒服服地: shū shū fú fú de
痛痛快快地: tòng tòng kuài kuài de
已经慢慢地: yǐ jīng màn màn de
已经清楚地: yǐ jīng qīng chǔ de
都是那么地: dōu shì nà me de
疯狂地增长: fēng kuáng de zēng zhǎng
更好地生存: gèng hǎo de shēng cún
不断地补充: bù duàn de bǔ chōng
很快地跑来: hěn kuài de pǎo lái
非常地好用: fēi cháng de hǎo yòng
安安静静地: ān ān jìng jìng de
都能很好地: dōu néng hěn hǎo de
更好地了解: gèng hǎo de liǎo jiě
明确地知道: míng què de zhī dào
只要简单地: zhǐ yào jiǎn dān de
我会好好地: wǒ huì hǎo hǎo de
依依不舍地: yī yī bù shě de
我会慢慢地: wǒ huì màn màn de
先是细细地: xiān shì xì xì de
心中偷偷地: xīn zhōng tōu tōu de
迅速地提升: xùn sù de tí shēng
心照不宣地: xīn zhào bù xuān de
用力地撞击: yòng lì de zhuàng jī
一味地强调: yī wèi de qiáng diào
用力地踢开: yòng lì de tī kāi
也会慢慢地: yě huì màn màn de
用力地抛起: yòng lì de pāo qǐ
已经深深地: yǐ jīng shēn shēn de
应该好好地: yīng gāi hǎo hǎo de
只能默默地: zhǐ néng mò mò de
重重地打在: chóng chóng de dǎ zài
真诚地希望: zhēn chéng de xī wàng
准确地找出: zhǔn què de zhǎo chū
重重地落下: chóng chóng de là xià
暂时地失去: zàn shí de shī qù
准确地打在: zhǔn què de dǎ zài
正在疯狂地: zhèng zài fēng kuáng de
人为地干涉: rén wéi de gān shè
不是好好地: bú shì hǎo hǎo de
很有默契地: hěn yǒu mò qì de
放心地走了: fàng xīn de zǒu le
很好地识别: hěn hǎo de shí bié
更好地解决: gèng hǎo de jiě jué
乖乖地交钱: guāi guāi de jiāo qián
更好地改进: gèng hǎo de gǎi jìn
更快更好地: gèng kuài gèng hǎo de
静静地看书: jìng jìng de kàn shū
极大地削弱: jí dà de xuē ruò
就是狠狠地: jiù shì hěn hěn de
绝望地发现: jué wàng de fā xiàn
非常激烈地: fēi cháng jī liè de
更好地控制: gèng hǎo de kòng zhì
紧紧地抓住: jǐn jǐn de zhuā zhù
轻轻地一推: qīng qīng de yī tuī
用力地拉着: yòng lì de lā zhe
仔细地听着: zǐ xì de tīng zhe
可是很快地: kě shì hěn kuài de
苦苦地挣扎: kǔ kǔ de zhēng zhá
可以很快地: kě yǐ hěn kuài de
慢慢地说着: màn màn de shuō zhe
慢慢地改变: màn màn de gǎi biàn
磨磨蹭蹭地: mó mó cèng cèng de
慢慢地消失: màn màn de xiāo shī
慢慢地醒来: màn màn de xǐng lái
慢慢地消散: màn màn de xiāo sàn
平静地过去: píng jìng de guò qù
轻轻地拉着: qīng qīng de lā zhe
随意地坐在: suí yì de zuò zài
他们不停地: tā men bù tíng de
偷偷地收集: tōu tōu de shōu jí
偷偷地离开: tōu tōu de lí kāi
偷偷地笑了: tōu tōu de xiào le
好好地想想: hǎo hǎo de xiǎng xiǎng
很好地满足: hěn hǎo de mǎn zú
更多地放在: gèng duō de fàng zài
渐渐地有些: jiàn jiàn de yǒu xiē
尽快地吸收: jǐn kuài de xī shōu
确切地来说: què qiè de lái shuō
随随便便地: suí suí biàn biàn de
正确地使用: zhèng què de shǐ yòng
好奇地问道: hào qí de wèn dào
乖乖地坐在: guāi guāi de zuò zài
尽情地享受: jìn qíng de xiǎng shòu
慢慢地腐蚀: màn màn de fǔ shí
双手紧紧地: shuāng shǒu jǐn jǐn de
需要不断地: xū yào bù duàn de
只有真正地: zhǐ yǒu zhēn zhèng de
只能无奈地: zhǐ néng wú nài de
天真地认为: tiān zhēn de rèn wéi
挨家挨户地: āi jiā āi hù de
不要盲目地: bú yào máng mù de
不厌其烦地: bù yàn qí fán de
不动声色地: bù dòng shēng sè de
才能真正地: cái néng zhēn zhèng de
非常地感谢: fēi cháng de gǎn xiè
很自由地打: hěn zì yóu de dǎ
还要乖乖地: hái yào guāi guāi de
更好地分享: gèng hǎo de fēn xiǎng
紧紧地靠着: jǐn jǐn de kào zhe
尽情地嘲讽: jìn qíng de cháo fěng
轻轻地放在: qīng qīng de fàng zài
挺奇怪地说: tǐng qí guài de shuō
委屈地望着: wěi qū de wàng zhe
小声地问道: xiǎo shēng de wèn dào
于是乖乖地: yú shì guāi guāi de
相当地不错: xiāng dāng de bù cuò
相当地好用: xiāng dāng de hǎo yòng
隐约地看见: yǐn yuē de kàn jiàn
只能隐约地: zhǐ néng yǐn yuē de
被动地接受: bèi dòng de jiē shòu
很好地输入: hěn hǎo de shū rù
更好地满足: gèng hǎo de mǎn zú
安静地死去: ān jìng de sǐ qù
然后偷偷地: rán hòu tōu tōu de
能很方便地: néng hěn fāng biàn de
能够很好地: néng gòu hěn hǎo de
不能偷偷地: bù néng tōu tōu de
不停地摇着: bù tíng de yáo zhe
不会那样地: bú huì nà yàng de
不能公正地: bù néng gōng zhèng de
不停地发出: bù tíng de fā chū
不约而同地: bù yuē ér tóng de
不断地添加: bù duàn de tiān jiā
迟疑地看着: chí yí de kàn zhe
才能顺利地: cái néng shùn lì de
大量地使用: dà liàng de shǐ yòng
单纯地追求: dān chún de zhuī qiú
都在不停地: dōu zài bù tíng de
放心地饮用: fàng xīn de yǐn yòng
很好地使用: hěn hǎo de shǐ yòng
很流畅地用: hěn liú chàng de yòng
猛地一翻身: měng de yī fān shēn
不断地重复: bù duàn de chóng fù
不过很快地: bù guò hěn kuài de
彻底地放弃: chè dǐ de fàng qì
可以轻轻地: kě yǐ qīng qīng de
能够很快地: néng gòu hěn kuài de
能够正常地: néng gòu zhèng cháng de
不断地挣扎: bù duàn de zhēng zhá
不断地超越: bù duàn de chāo yuè
不断地治疗: bù duàn de zhì liáo
昏昏沉沉地: hūn hūn chén chén de
很好地掌握: hěn hǎo de zhǎng wò
才能成功地: cái néng chéng gōng de
这么自由地: zhè me zì yóu de
快捷地设置: kuài jié de shè zhì
冒失地进去: mào shī de jìn qù
流畅地输入: liú chàng de shū rù
不停地告饶: bù tíng de gào ráo
不停地发抖: bù tíng de fā dǒu
才能平安地: cái néng píng ān de
匆匆忙忙地: cōng cōng máng máng de
大方地拿出: dà fāng de ná chū
好好地整顿: hǎo hǎo de zhěng dùn
还是乖乖地: hái shì guāi guāi de
紧紧地握住: jǐn jǐn de wò zhù
及时地推出: jí shí de tuī chū
默默地看着: mò mò de kàn zhe
慢慢地走到: màn màn de zǒu dào
轻轻地咬着: qīng qīng de yǎo zhe
清楚地写在: qīng chǔ de xiě zài
亲热地搂着: qīn rè de lǒu zhe
特别地敏感: tè bié de mǐn gǎn
微微地笑着: wēi wēi de xiào zhe
迅速地蔓延: xùn sù de màn yán
需要好好地: xū yào hǎo hǎo de
有效地控制: yǒu xiào de kòng zhì
用力地一拧: yòng lì de yī níng
一边好奇地: yī biān hào qí de
有些遗憾地: yǒu xiē yí hàn de
这才真正地: zhè cái zhēn zhèng de
才能顺畅地: cái néng shùn chàng de
才能迅速地: cái néng xùn sù de
定定地望向: deng deng de wàng xiàng
只能乖乖地: zhǐ néng guāi guāi de
只有不断地: zhǐ yǒu bù duàn de
连贯地输入: lián guàn de shū rù
能否简单地: néng fǒu jiǎn dān de
不断地影响: bù duàn de yǐng xiǎng
不停地求饶: bù tíng de qiú ráo
好好地活着: hǎo hǎo de huó zhe
好好地对待: hǎo hǎo de duì dài
非常地有利: fēi cháng de yǒu lì
狠狠地教训: hěn hěn de jiào xùn
就会更好地: jiù huì gèng hǎo de
看他不停地: kàn tā bù tíng de
苦苦地哀求: kǔ kǔ de āi qiú
慢慢地恢复: màn màn de huī fù
拼命地抵抗: pīn mìng de dǐ kàng
轻轻地说着: qīng qīng de shuō zhe
无奈地笑道: wú nài de xiào dào
相当地有效: xiāng dāng de yǒu xiào
用力地一捏: yòng lì de yī niē
如何有效地: rú hé yǒu xiào de
笑呵呵地说: xiào hē hē de shuō
也能安全地: yě néng ān quán de
总是不时地: zǒng shì bù shí de
静静地坐在: jìng jìng de zuò zài
静静地听着: jìng jìng de tīng zhe
紧紧地贴在: jǐn jǐn de tiē zài
紧紧地搂住: jǐn jǐn de lǒu zhù
静静地等待: jìng jìng de děng dài
积极地收集: jī jí de shōu jí
将会极大地: jiāng huì jí dà de
可以平静地: kě yǐ píng jìng de
可以流利地: kě yǐ liú lì de
快速地切换: kuài sù de qiè huàn
猛地一拍手: měng de yī pāi shǒu
满意地笑了: mǎn yì de xiào le
慢慢地发现: màn màn de fā xiàn
频繁地更新: pín fán de gēng xīn
亲密地挽着: qīn mì de wǎn zhe
我们坚定地: wǒ men jiān deng de
我也好好地: wǒ yě hǎo hǎo de
羞涩地问道: xiū sè de wèn dào
疑惑地看着: yí huò de kàn zhe
也在不停地: yě zài bù tíng de
有说有笑地: yǒu shuō yǒu xiào de
也会不时地: yě huì bù shí de
只要不断地: zhǐ yào bù duàn de
缓缓地走上: huǎn huǎn de zǒu shàng
很好地转换: hěn hǎo de zhuǎn huàn
狠狠地插进: hěn hěn de chā jìn
非常地困难: fēi cháng de kùn nán
还是稳稳地: hái shì wěn wěn de
还时不时地: hái shí bù shí de
毫无保留地: háo wú bǎo liú de
会不自觉地: huì bù zì jué de
很好地享受: hěn hǎo de xiǎng shòu
更好地配合: gèng hǎo de pèi hé
更好地维护: gèng hǎo de wéi hù
更多地留给: gèng duō de liú gěi
静静地走着: jìng jìng de zǒu zhe
就象征性地: jiù xiàng zhēng xìng de
较好地控制: jiào hǎo de kòng zhì
淡淡地解释: dàn dàn de jiě shì
坏坏地看着: huài huài de kàn zhe
更准确地说: gèng zhǔn què de shuō
轻轻地抱住: qīng qīng de bào zhù
适当地提高: shì dàng de tí gāo
完全地破开: wán quán de pò kāi
只是静静地: zhǐ shì jìng jìng de
出色地完成: chū sè de wán chéng
从而成功地: cóng ér chéng gōng de
持续不断地: chí xù bú duàn de
更多地关心: gèng duō de guān xīn
激动地哭了: jī dòng de kū le
紧紧地绑在: jǐn jǐn de bǎng zài
可以迅速地: kě yǐ xùn sù de
随意地发出: suí yì de fā chū
不住地呕吐: bú zhù de ǒu tù
从而更好地: cóng ér gèng hǎo de
艰难地开口: jiān nán de kāi kǒu
目不转睛地: mù bù zhuǎn jīng de
深深地鞠躬: shēn shēn de jū gōng
我很认真地: wǒ hěn rèn zhēn de
相对正确地: xiāng duì zhèng què de
迅速地抓住: xùn sù de zhuā zhù
相当地同意: xiāng dāng de tóng yì
很快地消失: hěn kuài de xiāo shī
逐渐地失去: zhú jiàn de shī qù
郁闷地坐在: yù mèn de zuò zài
郁闷地坐着: yù mèn de zuò zhe
战战兢兢地: zhàn zhàn jīng jīng de
郑重地希望: zhèng zhòng de xī wàng
你要好好地: nǐ yāo hǎo hǎo de
不幸地成为: bù xìng de chéng wéi
呆呆地坐在: dāi dāi de zuò zài
非常地愿意: fēi cháng de yuàn yì
非常地清楚: fēi cháng de qīng chǔ
和平地解决: hé píng de jiě jué
不断地向着: bù duàn de xiàng zhe
狠狠地砸在: hěn hěn de zá zài
可以随意地: kě yǐ suí yì de
慢慢地研究: màn màn de yán jiū
只想好好地: zhǐ xiǎng hǎo hǎo de
这才缓缓地: zhè cái huǎn huǎn de
慢慢地适应: màn màn de shì yìng
轻轻地捏着: qīng qīng de niē zhe
生气地看着: shēng qì de kàn zhe
深深地陷在: shēn shēn de xiàn zài
深深地刺进: shēn shēn de cì jìn
有效地改进: yǒu xiào de gǎi jìn
只是呆呆地: zhǐ shì dāi dāi de
正确地对待: zhèng què de duì dài
着急地想要: zháo jí de xiǎng yào
正笑吟吟地: zhèng xiào yín yín de
仔细地看过: zǐ xì de kàn guò
仔细地研究: zǐ xì de yán jiū
正在痴痴地: zhèng zài chī chī de
这么方便地: zhè me fāng biàn de
深深地感到: shēn shēn de gǎn dào
我呆呆地看: wǒ dāi dāi de kàn
自由地调整: zì yóu de tiáo zhěng
认真地进行: rèn zhēn de jìn xíng
如果慢慢地: rú guǒ màn màn de
热情地提出: rè qíng de tí chū
能够更好地: néng gòu gèng hǎo de
不情愿地说: bù qíng yuàn de shuō
大声地喊道: dà shēng de hǎn dào
有效地提高: yǒu xiào de tí gāo
高兴地接过: gāo xìng de jiē guò
紧张地盯着: jǐn zhāng de dīng zhe
紧张地握着: jǐn zhāng de wò zhe
没有真正地: méi yǒu zhēn zhèng de
明显地放大: míng xiǎn de fàng dà
需要大量地: xū yào dà liàng de
轻轻地推开: qīng qīng de tuī kāi
顺利地完成: shùn lì de wán chéng
贪婪地看着: tān lán de kàn zhe
委屈地看着: wěi qū de kàn zhe
也尽可能地: yě jìn kě néng de
自由地成长: zì yóu de chéng zhǎng
则是不断地: zé shì bù duàn de
能够不断地: néng gòu bù duàn de
令人气恼地: lìng rén qì nǎo de
不住地咳嗽: bú zhù de ké sòu
很委屈地说: hěn wěi qū de shuō
无奈地摇头: wú nài de yáo tóu
正确地输入: zhèng què de shū rù
很高兴地说: hěn gāo xìng de shuō
牢牢地记住: láo láo de jì zhù
大胆地尝试: dà dǎn de cháng shì
很好地转变: hěn hǎo de zhuǎn biàn
很负责地说: hěn fù zé de shuō
可以任意地: kě yǐ rèn yì de
莫名其妙地: mò míng qí miào de
使劲地摇头: shǐ jìn de yáo tóu
再客观地说: zài kè guān de shuō
不断地摇头: bù duàn de yáo tóu
成功地推广: chéng gōng de tuī guǎng
如何很好地: rú hé hěn hǎo de
安静地坐着: ān jìng de zuò zhe
不是简单地: bú shì jiǎn dān de
不能正确地: bù néng zhèng què de
很好地修改: hěn hǎo de xiū gǎi
还是顺利地: hái shì shùn lì de
很好地控制: hěn hǎo de kòng zhì
高兴地离开: gāo xìng de lí kāi
较好地了解: jiào hǎo de liǎo jiě
及时地进行: jí shí de jìn xíng
可以快速地: kě yǐ kuài sù de
满意地离开: mǎn yì de lí kāi
都要不停地: dōu yào bù tíng de
从而大大地: cóng ér dà dà de
不停地旋转: bù tíng de xuán zhuǎn
方便地查看: fāng biàn de chá kàn
非常地开心: fēi cháng de kāi xīn
更快地适应: gèng kuài de shì yìng
静静地想着: jìng jìng de xiǎng zhe
惊讶地看着: jīng yà de kàn zhe
默默地离去: mò mò de lí qù
为了有效地: wèi le yǒu xiào de
正常地进行: zhèng cháng de jìn xíng
很好地达到: hěn hǎo de dá dào
方便地使用: fāng biàn de shǐ yòng
毫不犹豫地: háo bù yóu yù de
更好地体验: gèng hǎo de tǐ yàn
牢牢地抓住: láo láo de zhuā zhù
耐心地等待: nài xīn de děng dài
人为地加入: rén wéi de jiā rù
惊讶地发现: jīng yà de fā xiàn
已经尽量地: yǐ jīng jǐn liàng de
仔细地看看: zǐ xì de kàn kàn
一直安静地: yì zhí ān jìng de
勇敢地迎接: yǒng gǎn de yíng jiē
正确地显示: zhèng què de xiǎn shì
更多地关注: gèng duō de guān zhù
大大地提高: dà dà de tí gāo
开玩笑地说: kāi wán xiào de shuō
悄悄地走人: qiāo qiāo de zǒu rén
已经成功地: yǐ jīng chéng gōng de
高兴地大叫: gāo xìng de dà jiào
不客气地说: bú kè qì de shuō
不停地提升: bù tíng de tí shēng
敏感地发现: mǐn gǎn de fā xiàn
冷冷地回答: lěng lěng de huí dá
能够有效地: néng gòu yǒu xiào de
竟哇地一声: jìng wa de yī shēng
我再简单地: wǒ zài jiǎn dān de
不住地磕头: bú zhù de kē tóu
仍然不断地: réng rán bù duàn de
能够较好地: néng gòu jiào hǎo de
慢慢地走着: màn màn de zǒu zhe
悄悄地站在: qiāo qiāo de zhàn zài
清楚地知道: qīng chǔ de zhī dào
无可奈何地: wú kě nài hé de
才能最好地: cái néng zuì hǎo de
恨恨地离开: hèn hèn de lí kāi
积极地推动: jī jí de tuī dòng
极大地改善: jí dà de gǎi shàn
无力地看着: wú lì de kàn zhe
不遗余力地: bù yí yú lì de
不停地闪烁: bù tíng de shǎn shuò
尽可能多地: jìn kě néng duō de
极力地掩饰: jí lì de yǎn shì
好好地聊聊: hǎo hǎo de liáo liáo
高兴地走了: gāo xìng de zǒu le
永远地消失: yǒng yuǎn de xiāo shī
真正地满足: zhēn zhèng de mǎn zú
坚定不移地: jiān deng bù yí de
坚持不懈地: jiān chí bù xiè de
实事求是地: shí shì qiú shì de
不同程度地: bù tóng chéng dù de
不由自主地: bù yóu zì zhǔ de
深有感触地: shēn yǒu gǎn chù de
情不自禁地: qíng bù zì jīn de
一步一步地: yí bù yí bù de
不好意思地: bù hǎo yì sī de
滔滔不绝地: tāo tāo bù jué de
要有计划地: yào yǒu jì huà de
高兴地说道: gāo xìng de shuō dào
郑重其事地: zhèng zhòng qí shì de
当之无愧地: dāng zhī wú kuì de
愤愤不平地: fèn fèn bù píng de
好好地招待: hǎo hǎo de zhāo dài
假惺惺地说: jiǎ xīng xīng de shuō
静静地呆着: jìng jìng de dāi zhe
极大地提升: jí dà de tí shēng
慢慢地来吧: màn màn de lái ba
清晰地看到: qīng xī de kàn dào
源源不断地: yuán yuán bù duàn de
最大限度地: zuì dà xiàn dù de
真正地快乐: zhēn zhèng de kuài lè
真真正正地: zhēn zhēn zhèng zhèng de
自以为是地: zì yǐ wéi shì de
昼夜不断地: zhòu yè bù duàn de
自由地翱翔: zì yóu de áo xiáng
装模作样地: zhuāng mú zuò yàng de
正确地分析: zhèng què de fēn xī
专心致志地: zhuān xīn zhì zhì de
仔细地打量: zǐ xì de dǎ liàng
直言不讳地: zhí yán bù huì de
字迹清楚地: zì jì qīng chǔ de
直接了当地: zhí jiē liǎo dàng de
最好地发展: zuì hǎo de fā zhǎn
异口同声地: yì kǒu tóng shēng de
一个一个地: yí gè yí gè de
勇敢地对付: yǒng gǎn de duì fù
一点一点地: yì diǎn yì diǎn de
有代表性地: yǒu dài biǎo xìng de
越来越多地: yuè lái yuè duō de
有力地证明: yǒu lì de zhèng míng
有力地推动: yǒu lì de tuī dòng
郁闭地沉思: yù bì de chén sī
一次一次地: yī cì yī cì de
心情地流淌: xīn qíng de liú tǎng
稀奇古怪地: xī qí gǔ guài de
